Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2004,Developing,45.6,69.0,3,5.78,37.439,93.0,0,Overweight,4,88.0,5.88,86.0,50.3,2529.634,19553.0,0.492,9.4,15.600000000000001
2003,Developing,45.9,6.0,3,5.65,2.819,9.0,350,Overweight,4,87.0,5.71,85.0,50.6,22.994,187392.0,0.493,9.1,16.6
2002,Developing,46.4,587.0,3,5.52,131.042,88.0,37,Overweight,4,87.0,5.16,85.0,49.9,1324.996,1893.0,0.502,9.2,17.4
2001,Developing,47.1,568.0,3,6.72,143.62,86.0,49,Overweight,4,87.0,5.11,84.0,48.8,1437.635,172927.0,0.506,9.3,18.2
2000,Developing,48.4,536.0,3,7.19,25.217,83.0,10,Overweight,4,87.0,5.26,84.0,46.4,1637.457,161468.0,0.516,9.4,19.0
2014,Developed,82.3,54.0,0,7.3,1142.212,67.0,26,Obese,0,98.0,11.93,98.0,0.1,5918.199,969611.0,0.906,15.8,2.8
2013,Developed,81.9,57.0,0,7.3,1212.666,67.0,51,Obese,0,98.0,11.97,98.0,0.1,6283.245,96379.0,0.904,15.8,2.7
2012,Developed,81.7,57.0,0,7.4,10947.023,53.0,30,Obese,0,98.0,11.8,98.0,0.1,57134.777,9519374.0,0.903,15.8,2.7
2011,Developed,81.7,58.0,0,7.4,11477.667,42.0,26,Obese,0,98.0,11.7,98.0,0.1,59593.287,9449213.0,0.901,16.0,2.7
2007,Developing,73.8,121.0,8,0.83,17.981,83.0,403,Obese,9,83.0,3.72,8.0,0.1,258.353,1963286.0,0.644,11.5,12.600000000000001
2006,Developing,73.7,123.0,8,0.97,122.652,83.0,517,Obese,10,83.0,3.78,8.0,0.1,1762.246,18914977.0,0.636,11.4,12.7
2005,Developing,73.5,127.0,9,0.92,116.259,83.0,375,Obese,10,83.0,4.11,8.0,0.1,1577.457,18294611.0,0.624,11.0,12.8
2004,Developing,73.2,131.0,9,0.93,10.211,82.0,189,Obese,10,84.0,4.48,81.0,0.1,148.853,1786638.0,0.61,10.6,12.8
2003,Developing,73.0,134.0,9,1.29,94.756,81.0,801,Obese,11,85.0,5.12,83.0,0.1,1253.391,17415266.0,0.599,10.3,13.0
2002,Developing,72.8,135.0,9,1.25,91.704,8.0,538,Obese,11,86.0,4.94,84.0,0.1,1263.135,178791.0,0.596,10.2,13.1
2001,Developing,72.7,135.0,10,1.29,93.501,8.0,290,Obese,11,83.0,4.92,82.0,0.1,1258.422,16766899.0,0.589,10.1,13.2
2000,Developing,72.6,136.0,10,1.41,81.727,79.0,146,Obese,12,86.0,4.92,84.0,0.1,1177.629,1641848.0,0.588,10.0,13.399999999999999
2014,Developing,69.6,162.0,10,0.01,7.829,97.0,0,Obese,11,94.0,6.88,97.0,0.2,114.459,8362745.0,0.622,11.3,7.300000000000001
2013,Developing,69.3,163.0,10,0.01,1.042,96.0,1,Obese,11,97.0,6.75,96.0,0.2,14.214,817789.0,0.617,11.2,7.300000000000001
2012,Developing,68.8,164.0,10,0.01,71.509,94.0,16,Obese,12,96.0,6.39,94.0,0.2,954.725,799562.0,0.613,11.1,7.300000000000001
2011,Developing,68.1,166.0,10,0.32,51.992,96.0,1,Obese,12,97.0,5.98,96.0,0.2,834.541,7815949.0,0.608,11.1,7.4
2010,Developing,67.3,171.0,10,0.32,43.341,93.0,0,Obese,12,95.0,6.4,93.0,0.2,738.348,764163.0,0.603,11.1,7.5
2009,Developing,66.7,174.0,10,0.3,35.716,93.0,0,Obese,12,93.0,5.93,93.0,0.2,666.346,7472819.0,0.601,11.1,7.5
2008,Developing,66.4,178.0,10,0.32,4.153,86.0,0,Obese,12,87.0,5.58,86.0,0.3,76.914,739728.0,0.592,10.8,7.6
2007,Developing,66.1,181.0,10,0.35,2.272,84.0,2,Obese,12,85.0,5.35,86.0,0.3,52.36,7152385.0,0.586,10.9,7.6
2006,Developing,65.9,183.0,10,0.38,2.626,88.0,3,Obese,12,76.0,5.7,83.0,0.3,44.287,7557.0,0.579,10.7,7.699999999999999
2005,Developing,65.5,194.0,10,0.37,19.837,81.0,0,Obese,12,79.0,5.89,84.0,0.3,337.359,6854176.0,0.572,10.6,7.699999999999999
2004,Developing,65.9,177.0,11,0.38,2.094,81.0,4,Obese,13,82.0,5.7,86.0,0.3,39.282,6712841.0,0.563,10.5,7.8
2003,Developing,65.2,182.0,11,0.36,13.257,58.0,2144,Obese,14,82.0,4.46,85.0,0.3,236.314,6576877.0,0.553,10.1,8.0
2002,Developing,64.3,193.0,12,0.6,10.681,39.0,927,Obese,15,84.0,4.48,85.0,0.3,189.388,6447688.0,0.543,9.8,8.0
2014,Developing,74.6,152.0,8,6.41,789.077,99.0,0,Obese,10,99.0,4.12,99.0,0.1,5941.847,68416772.0,0.737,13.6,15.6
2013,Developing,74.5,153.0,9,6.5,788.687,99.0,2641,Obese,10,99.0,4.0,99.0,0.1,6171.262,6814365.0,0.733,13.6,15.8
2012,Developing,74.3,154.0,9,6.56,801.05,98.0,5197,Underweight,11,99.0,4.17,99.0,0.1,5859.916,67843979.0,0.729,13.7,16.1
2011,Developing,74.1,155.0,10,6.07,748.445,98.0,3156,Overweight,11,99.0,4.12,99.0,0.2,5491.16,675313.0,0.72,13.3,16.299999999999997
2010,Developing,73.9,158.0,10,5.95,71.685,98.0,2583,Overweight,12,99.0,3.81,99.0,0.2,575.322,672888.0,0.711,13.1,16.5
2009,Developing,73.7,16.0,11,5.88,547.21,98.0,6071,Overweight,12,99.0,4.11,99.0,0.3,4212.549,66881867.0,0.706,13.0,16.8
2008,Developing,73.5,162.0,11,5.92,609.951,98.0,7790,Overweight,13,99.0,3.92,99.0,0.3,4378.687,6654576.0,0.7,12.9,17.1
2007,Developing,73.3,165.0,12,6.2,520.764,96.0,3893,Normal,14,98.0,3.56,98.0,0.4,3972.265,66195615.0,0.687,12.3,17.4
2006,Developing,73.0,168.0,13,6.18,433.921,96.0,3588,Normal,15,98.0,3.49,98.0,0.5,3368.953,65824164.0,0.686,12.4,17.6
2005,Developing,72.5,177.0,13,6.26,321.195,96.0,3526,Normal,15,98.0,3.55,98.0,0.5,2893.651,6542547.0,0.682,12.0,18.0
2004,Developing,71.6,189.0,14,6.17,301.36,96.0,4165,Normal,16,98.0,3.51,98.0,0.5,2659.839,652231.0,0.674,11.9,18.2
2003,Developing,71.7,189.0,15,6.14,282.836,96.0,4519,Underweight,18,98.0,3.58,98.0,0.6,2358.936,64554952.0,0.666,11.8,18.4
2002,Developing,71.4,192.0,16,5.93,27.638,95.0,10315,Underweight,19,97.0,3.7,96.0,0.7,296.546,6473164.0,0.657,11.5,18.7
2001,Developing,71.2,194.0,17,5.92,176.063,95.0,7319,Normal,20,97.0,3.32,96.0,0.8,1893.145,63543322.0,0.649,11.2,18.9
2000,Developing,71.1,194.0,18,5.88,0.276,95.0,4074,Normal,21,97.0,3.4,97.0,0.8,27.565,6295821.0,0.64,10.9,19.1
2014,Developing,68.0,155.0,2,0.01,28.146,77.0,47,Underweight,2,76.0,1.48,77.0,0.1,1153.516,1212814.0,0.612,12.5,13.0
2013,Developing,67.7,158.0,2,0.01,3.38,82.0,4,Underweight,2,82.0,1.29,82.0,0.1,117.766,1184366.0,0.62,12.5,22.299999999999997
2012,Developing,67.4,159.0,2,0.01,30.18,83.0,16,Underweight,2,83.0,1.1,83.0,0.1,1117.777,115676.0,0.618,12.5,22.5
2011,Developing,67.2,161.0,2,0.5,2.727,67.0,763,Underweight,3,66.0,0.76,67.0,0.1,114.562,1131523.0,0.607,12.5,22.700000000000003
2010,Developing,66.9,163.0,2,0.1,38.584,72.0,50,Underweight,3,72.0,0.92,72.0,0.1,849.863,119591.0,0.599,12.4,23.0
2009,Developing,66.6,165.0,2,0.09,36.199,72.0,10,Underweight,3,78.0,1.2,72.0,0.1,757.311,19221.0,0.599,12.1,23.2
2008,Developing,66.2,168.0,2,0.06,36.692,79.0,0,Underweight,3,79.0,0.74,79.0,0.1,643.719,17811.0,0.566,11.7,23.4
2014,Developing,59.7,285.0,13,0.01,4.877,87.0,577,Normal,20,85.0,5.25,87.0,1.0,62.132,7228915.0,0.475,12.0,13.0
2013,Developing,59.4,287.0,14,0.01,48.73,84.0,564,Normal,20,84.0,5.12,84.0,1.5,579.435,742948.0,0.47,12.0,13.399999999999999
2012,Developing,58.9,294.0,14,0.01,41.6,84.0,238,Normal,21,84.0,5.11,84.0,1.7,563.689,6859482.0,0.464,12.0,13.8
2011,Developing,58.3,34.0,14,1.44,39.083,85.0,187,Normal,21,85.0,5.21,85.0,2.6,562.339,6679282.0,0.457,11.5,14.1
2010,Developing,57.4,323.0,14,1.21,41.961,83.0,120,Normal,21,83.0,5.37,83.0,3.8,487.924,652952.0,0.449,11.0,14.5
2009,Developing,56.7,336.0,14,1.24,77.096,78.0,425,Underweight,22,78.0,6.64,78.0,4.3,499.647,633472.0,0.442,10.6,14.9
2008,Developing,56.2,344.0,14,1.33,69.359,24.0,187,Underweight,22,8.0,5.73,81.0,4.8,513.392,6161796.0,0.441,10.1,15.3
2014,Developing,73.3,135.0,0,0.01,565.967,8.0,0,Obese,0,82.0,5.18,8.0,0.1,4192.35,15782.0,0.716,14.3,0.2
2013,Developing,73.2,137.0,0,0.01,584.945,82.0,0,Obese,0,84.0,4.98,82.0,0.1,4266.557,15328.0,0.718,14.3,0.2
2012,Developing,73.0,138.0,0,0.01,63.803,77.0,0,Obese,0,79.0,4.51,77.0,0.1,451.542,14951.0,0.717,14.4,0.2
2011,Developing,72.9,14.0,0,0.96,7.034,82.0,0,Obese,0,84.0,4.6,82.0,0.1,445.189,14577.0,0.712,14.4,0.2
2010,Developing,72.8,142.0,0,1.24,471.831,82.0,0,Obese,0,84.0,4.59,82.0,0.1,3547.6,14137.0,0.707,14.4,0.2
2009,Developing,72.5,147.0,0,1.08,4.784,84.0,0,Obese,0,86.0,4.67,84.0,0.1,37.847,1364.0,0.703,14.5,0.2
2008,Developing,72.6,145.0,0,1.1,569.626,84.0,0,Obese,0,88.0,5.13,86.0,0.1,3392.647,135.0,0.698,14.5,0.2
2007,Developing,72.5,146.0,0,2.05,568.869,87.0,0,Underweight,0,88.0,5.82,87.0,0.1,2932.316,12357.0,0.698,14.5,0.2
2006,Developing,72.4,148.0,0,1.79,503.588,89.0,0,Underweight,0,89.0,5.61,88.0,0.1,2892.523,11689.0,0.695,14.6,0.2
2005,Developing,72.3,15.0,0,1.57,689.944,89.0,0,Obese,0,9.0,6.52,89.0,0.1,2594.75,1141.0,0.694,14.6,0.2
2004,Developing,72.2,151.0,0,1.8,423.295,9.0,0,Obese,0,91.0,4.87,9.0,0.1,2284.379,146.0,0.693,14.6,0.2
2003,Developing,72.0,153.0,0,1.79,45.851,85.0,0,Obese,0,91.0,5.9,9.0,0.1,229.715,99789.0,0.683,13.7,0.2
2002,Developing,71.9,155.0,0,1.51,310.82,88.0,0,Obese,0,85.0,5.3,84.0,0.1,1842.444,99184.0,0.679,13.5,0.2
2001,Developing,71.8,157.0,0,1.35,330.101,91.0,4,Obese,0,91.0,5.66,89.0,0.1,1837.977,98611.0,0.674,13.2,0.2
2000,Developing,71.6,158.0,0,1.24,40.491,93.0,0,Obese,0,91.0,4.75,91.0,0.1,263.272,9882.0,0.676,13.7,0.2
2014,Developing,71.1,171.0,0,6.94,1578.872,92.0,0,Obese,0,94.0,5.93,92.0,0.3,19325.243,1354493.0,0.778,12.7,11.8
2013,Developing,71.0,172.0,0,6.71,167.266,92.0,0,Obese,0,94.0,5.98,92.0,0.3,1967.833,1348248.0,0.773,12.7,11.8
2012,Developing,78.0,174.0,0,6.7,1486.236,92.0,0,Obese,0,91.0,5.78,92.0,0.4,19152.531,1341588.0,0.772,12.6,12.0
2011,Developing,76.0,176.0,0,6.5,144.985,9.0,0,Obese,0,91.0,5.6,9.0,0.4,1953.977,1334788.0,0.774,12.6,12.100000000000001
2010,Developing,74.0,179.0,0,6.5,1389.773,9.0,0,Obese,0,91.0,5.29,9.0,0.4,16683.946,13281.0,0.772,12.5,12.2
2009,Developing,71.0,183.0,0,6.37,128.09,9.0,0,Obese,0,9.0,6.47,9.0,0.2,1458.88,1321618.0,0.773,12.5,12.4
2008,Developing,69.9,185.0,0,6.41,1902.693,9.0,0,Underweight,0,91.0,4.4,9.0,0.3,21188.119,1315372.0,0.767,12.4,12.5
2007,Developing,69.7,187.0,0,6.37,136.884,89.0,0,Obese,0,9.0,4.82,88.0,0.7,1653.184,13926.0,0.76,12.4,12.6
2006,Developing,69.6,188.0,0,6.35,103.371,89.0,0,Obese,0,89.0,4.49,92.0,0.6,1495.963,133144.0,0.751,12.3,12.8
2005,Developing,69.5,189.0,0,6.12,1187.949,95.0,0,Obese,0,95.0,5.31,95.0,0.5,12323.128,1296934.0,0.745,12.3,13.0
2004,Developing,69.4,19.0,0,5.82,11.851,94.0,0,Obese,0,94.0,5.22,94.0,1.0,129.519,129535.0,0.736,12.2,13.1
2003,Developing,69.3,191.0,0,5.53,78.722,76.0,0,Obese,1,91.0,5.13,91.0,0.5,884.519,128452.0,0.729,12.0,13.3
2002,Developing,69.2,192.0,0,5.12,72.039,5.0,0,Obese,1,96.0,5.0,96.0,2.0,749.627,1277837.0,0.721,11.9,13.5
2014,Developing,75.1,12.0,3,1.39,604.87,98.0,15,Underweight,3,98.0,7.0,98.0,0.1,4271.682,1114398.0,0.722,14.7,12.9
2013,Developing,74.9,13.0,3,1.29,594.645,98.0,16,Obese,3,98.0,7.26,98.0,0.1,4199.473,1114558.0,0.72,14.7,12.7
2012,Developing,74.9,13.0,3,1.3,585.878,97.0,48,Obese,3,97.0,7.18,97.0,0.1,4137.554,1886668.0,0.717,14.6,12.7
2011,Developing,74.8,13.0,3,1.29,623.212,98.0,11,Obese,3,98.0,7.15,98.0,0.1,4256.913,1761467.0,0.714,14.5,12.7
2010,Developing,74.8,12.0,3,1.28,64.856,98.0,1,Obese,3,98.0,6.54,98.0,0.1,414.152,1639931.0,0.71,14.4,12.6
2009,Developing,74.7,12.0,3,1.4,585.631,99.0,1,Obese,3,99.0,6.18,99.0,0.1,4129.977,1521834.0,0.706,14.4,12.6
2008,Developing,74.7,12.0,3,1.37,53.085,99.0,2,Obese,3,99.0,5.63,99.0,0.1,431.933,147336.0,0.701,14.3,12.6
2007,Developing,74.6,12.0,3,1.24,469.628,98.0,4,Obese,4,98.0,5.64,98.0,0.1,3778.184,129887.0,0.695,14.3,12.6
2006,Developing,74.4,12.0,3,1.46,420.115,99.0,3,Obese,4,99.0,5.64,99.0,0.1,3371.712,1196136.0,0.689,14.2,12.6
2005,Developing,74.2,14.0,3,1.37,379.514,97.0,15,Obese,4,98.0,5.57,98.0,0.1,3194.562,112482.0,0.683,13.9,12.7
2004,Developing,74.0,15.0,3,1.36,379.766,96.0,1,Obese,4,97.0,5.63,97.0,0.1,3112.835,11761.0,0.673,13.6,12.7
2003,Developing,73.7,17.0,4,1.34,321.769,92.0,22,Underweight,4,95.0,5.36,95.0,0.1,2761.969,9939678.0,0.667,13.5,12.7
2002,Developing,73.5,19.0,4,1.17,262.818,93.0,98,Obese,5,96.0,5.32,96.0,0.1,2346.594,9864326.0,0.662,13.3,12.9
2001,Developing,73.2,11.0,4,1.19,257.288,94.0,231,Obese,5,98.0,5.29,98.0,0.1,2254.933,978571.0,0.654,13.1,12.9
2000,Developing,72.9,112.0,4,1.21,264.784,94.0,47,Obese,5,97.0,5.4,97.0,0.1,2213.915,9699197.0,0.646,12.8,13.1
2014,Developing,75.5,17.0,16,1.45,181.908,96.0,565,Obese,19,96.0,5.41,96.0,0.1,12127.225,773628.0,0.759,14.5,9.600000000000001
2013,Developing,75.2,19.0,17,1.41,188.144,97.0,7405,Obese,20,98.0,5.38,98.0,0.1,12542.936,75787333.0,0.754,14.4,9.600000000000001
2012,Developing,74.8,112.0,19,1.54,20.751,97.0,349,Obese,22,97.0,5.24,97.0,0.1,1172.384,74569867.0,0.75,14.3,9.600000000000001
2011,Developing,74.5,114.0,20,1.53,1275.878,96.0,111,Obese,23,97.0,5.29,97.0,0.1,11341.134,7349455.0,0.737,13.8,9.600000000000001
2010,Developing,74.2,116.0,21,1.49,32.782,96.0,7,Obese,25,97.0,5.61,97.0,0.1,1672.569,72326914.0,0.715,13.0,9.600000000000001
2009,Developing,73.9,118.0,23,1.4,106.948,94.0,4,Obese,27,96.0,6.8,96.0,0.1,936.5,71339185.0,0.709,12.5,9.7
2008,Developing,73.5,121.0,25,1.39,22.673,92.0,0,Underweight,29,96.0,6.7,96.0,0.1,185.69,74432.0,0.705,12.5,9.8
2007,Developing,73.2,124.0,26,1.26,115.58,96.0,3,Obese,31,96.0,6.4,96.0,0.1,979.492,69597281.0,0.697,12.3,9.8
2006,Developing,72.8,126.0,28,1.29,103.524,82.0,34,Obese,34,9.0,5.81,9.0,0.1,834.869,6876345.0,0.687,11.9,9.8
2005,Developing,72.4,129.0,30,1.29,832.955,85.0,6200,Obese,36,9.0,5.45,9.0,0.1,7384.355,679346.0,0.681,11.9,9.9
2004,Developing,72.0,132.0,33,1.35,1.133,77.0,8927,Obese,39,85.0,5.37,85.0,0.1,64.73,677855.0,0.675,12.0,10.0
2003,Developing,71.6,135.0,35,1.42,459.111,68.0,5844,Obese,43,69.0,5.34,68.0,0.1,4718.513,668583.0,0.668,11.9,10.1
2002,Developing,71.2,138.0,38,1.47,35.557,72.0,7823,Obese,46,78.0,5.36,78.0,0.1,366.57,6514354.0,0.658,11.5,10.2
2001,Developing,78.0,14.0,41,1.49,256.434,77.0,30509,Obese,50,88.0,5.16,88.0,0.1,3119.637,64191474.0,0.653,11.1,10.3
2000,Developing,74.0,143.0,44,1.54,421.296,71.0,16244,Obese,54,85.0,4.95,85.0,0.1,4316.554,6324121.0,0.641,10.7,10.5
2014,Developing,66.0,217.0,7,2.9,691.133,97.0,0,Obese,8,98.0,2.7,98.0,0.1,7962.366,5466241.0,0.683,10.8,6.6
2013,Developing,65.4,228.0,7,2.93,63.748,98.0,0,Obese,8,98.0,2.12,98.0,0.1,734.425,5366277.0,0.678,10.7,6.5
2012,Developing,65.6,22.0,7,2.75,579.413,98.0,0,Obese,8,98.0,1.96,97.0,0.1,6675.263,5267839.0,0.672,10.7,6.5
2011,Developing,65.6,217.0,7,2.55,490.418,97.0,0,Obese,8,97.0,1.98,97.0,0.1,5649.978,517461.0,0.665,10.6,6.5
2010,Developing,65.8,211.0,7,2.48,385.325,96.0,0,Obese,8,96.0,1.99,96.0,0.1,4439.23,58721.0,0.0,10.6,6.5
2009,Developing,65.6,215.0,6,2.35,37.885,97.0,0,Obese,8,97.0,1.88,96.0,0.1,436.459,5795.0,0.0,10.5,6.5
2008,Developing,64.5,235.0,6,2.4,34.24,96.0,0,Obese,8,96.0,1.93,96.0,0.1,394.468,4935762.0,0.0,10.5,6.5
2007,Developing,64.1,241.0,6,2.58,0.359,98.0,59,Obese,8,98.0,2.16,98.0,0.1,26.371,487137.0,0.0,10.4,6.6
2006,Developing,63.7,245.0,6,2.71,29.272,98.0,48,Obese,8,98.0,2.9,98.0,0.1,2136.668,48115.0,0.0,10.4,6.6
2005,Developing,63.3,248.0,6,2.85,2.199,99.0,0,Underweight,8,99.0,3.51,99.0,0.1,174.515,4754641.0,0.0,10.3,6.8
2004,Developing,63.5,238.0,6,2.86,186.101,96.0,1,Underweight,8,98.0,4.3,97.0,0.1,1453.917,473398.0,0.0,10.3,6.8
2003,Developing,63.4,231.0,7,2.88,179.616,97.0,1,Obese,8,66.0,3.85,83.0,0.1,1283.886,4655741.0,0.0,10.3,6.9
2002,Developing,63.3,229.0,7,2.33,130.378,96.0,11,Obese,8,99.0,3.34,98.0,0.1,967.917,4612.0,0.0,10.2,7.0
2014,Developing,61.5,38.0,68,0.01,14.168,78.0,314,Underweight,97,82.0,7.22,78.0,3.2,719.173,38833338.0,0.483,10.0,11.3
2013,Developing,67.0,325.0,71,0.01,90.761,78.0,7878,Underweight,103,82.0,7.47,78.0,4.0,662.492,37553726.0,0.478,10.0,11.4
2012,Developing,60.0,339.0,73,0.01,92.887,78.0,2027,Underweight,109,82.0,7.58,78.0,4.6,647.747,3636796.0,0.477,10.0,11.6
2011,Developing,59.3,347.0,76,10.22,94.497,82.0,3312,Underweight,114,82.0,9.9,82.0,6.8,584.396,3593648.0,0.477,10.7,11.8
2010,Developing,58.4,362.0,79,10.03,116.203,8.0,1313,Underweight,119,79.0,11.2,8.0,8.0,594.997,33915133.0,0.473,10.9,12.0
2009,Developing,57.5,378.0,82,9.63,87.045,79.0,1601,Underweight,124,78.0,8.43,79.0,8.1,647.177,32771895.0,0.464,10.8,12.2
2008,Developing,56.3,41.0,84,9.79,72.85,71.0,1319,Underweight,130,69.0,9.1,71.0,8.2,449.693,31663896.0,0.453,10.6,12.4
2007,Developing,55.5,41.0,88,9.65,6.003,73.0,3776,Underweight,137,7.0,9.76,73.0,8.4,41.859,359487.0,0.442,10.3,12.6
2006,Developing,54.9,41.0,93,9.81,50.839,64.0,5736,Underweight,145,62.0,9.86,64.0,8.6,336.459,2955662.0,0.434,10.6,12.8
2005,Developing,53.2,446.0,99,10.09,44.526,64.0,22,Underweight,155,59.0,9.36,64.0,8.7,315.788,2854394.0,0.429,10.9,13.0
2004,Developing,51.3,485.0,104,9.89,36.606,62.0,141,Underweight,164,58.0,8.9,62.0,8.9,288.237,27568436.0,0.427,11.6,13.2
2003,Developing,51.0,53.0,109,10.16,4.427,44.0,29429,Underweight,173,57.0,7.54,59.0,9.4,238.0,2662482.0,0.418,11.5,13.4
2002,Developing,48.8,523.0,112,10.42,2.691,29.0,49871,Underweight,181,57.0,7.78,57.0,10.0,24.242,2571848.0,0.404,11.0,13.6
2014,Developing,78.0,23.0,4,8.06,5.664,22.0,0,Underweight,5,45.0,7.1,23.0,0.2,314.658,45271947.0,0.746,15.2,4.699999999999999
2013,Developing,71.0,198.0,4,8.44,52.425,46.0,0,Underweight,5,72.0,7.67,76.0,0.2,429.716,454896.0,0.744,15.2,4.699999999999999
2012,Developing,77.0,25.0,5,8.44,453.783,46.0,12746,Obese,5,72.0,7.47,76.0,0.2,3855.421,455933.0,0.739,15.1,4.8
2011,Developing,75.0,24.0,5,8.48,415.163,21.0,1333,Obese,5,54.0,6.98,5.0,0.2,3569.757,45761.0,0.734,14.9,4.9
2010,Developing,69.8,212.0,5,8.39,375.684,48.0,39,Obese,6,57.0,7.81,52.0,0.2,2965.142,45877.0,0.728,14.9,4.9
2009,Developing,69.2,231.0,5,8.71,324.549,66.0,0,Obese,6,74.0,7.8,71.0,0.3,2545.483,46533.0,0.734,14.9,5.1
2008,Developing,67.7,273.0,5,9.46,456.459,84.0,48,Obese,6,91.0,6.63,9.0,0.4,3891.378,462582.0,0.73,14.9,5.1
2007,Developing,67.5,277.0,5,8.86,46.197,92.0,1005,Obese,6,98.0,6.36,98.0,0.7,368.69,465935.0,0.723,14.8,5.2
2006,Developing,67.7,267.0,5,7.99,29.382,96.0,42724,Obese,6,99.0,6.39,98.0,0.8,233.188,4678775.0,0.716,14.7,5.300000000000001
2005,Developing,67.0,278.0,5,7.31,217.435,97.0,2392,Obese,6,95.0,6.41,96.0,0.9,1828.718,471515.0,0.707,14.5,5.5
2004,Developing,67.4,267.0,5,6.79,180.354,98.0,146,Obese,6,99.0,6.61,99.0,1.0,1367.352,474516.0,0.7,14.6,5.5
2003,Developing,67.6,256.0,6,5.92,21.224,77.0,411,Obese,6,99.0,6.93,97.0,0.9,148.522,4781295.0,0.691,14.3,5.699999999999999
2002,Developing,67.6,256.0,6,4.89,115.739,48.0,7587,Obese,7,99.0,6.25,99.0,0.9,879.475,48225.0,0.683,13.9,5.9
2001,Developing,67.7,253.0,6,4.31,8.897,7.0,16970,Obese,7,99.0,5.66,99.0,0.8,78.738,48683865.0,0.673,13.2,5.9
2000,Developing,67.5,257.0,6,4.49,7.884,4.0,817,Obese,8,99.0,5.59,99.0,0.7,635.79,49175848.0,0.669,13.3,6.1
2014,Developing,76.8,117.0,0,6.03,463.64,95.0,0,Obese,0,95.0,8.58,95.0,0.1,16737.898,3419546.0,0.791,15.5,2.9
2013,Developing,76.8,117.0,0,5.82,482.804,94.0,0,Obese,0,94.0,8.68,94.0,0.1,16881.257,3485.0,0.788,15.5,2.9
2012,Developing,76.5,118.0,0,5.77,339.719,95.0,0,Obese,0,95.0,8.74,95.0,0.1,1592.682,3396777.0,0.784,15.5,3.0
2011,Developing,77.0,111.0,0,5.97,417.912,95.0,0,Obese,1,95.0,8.55,95.0,0.1,14166.5,3385624.0,0.78,15.5,3.0
2010,Developing,76.3,118.0,0,6.21,2331.533,95.0,0,Obese,1,95.0,8.63,95.0,0.1,11938.212,3374415.0,0.777,15.6,3.0
2009,Developing,76.6,118.0,0,6.67,1871.737,95.0,0,Underweight,1,95.0,8.78,95.0,0.1,9415.174,3362755.0,0.774,15.5,3.0
2008,Developing,76.4,119.0,1,6.76,24.731,94.0,0,Underweight,1,94.0,8.17,94.0,0.1,962.312,335824.0,0.77,15.7,3.1
2007,Developing,75.4,124.0,1,6.67,14.473,94.0,0,Obese,1,94.0,8.23,94.0,0.1,79.697,3339741.0,0.76,15.3,3.1
2006,Developing,76.2,117.0,1,6.58,1712.226,95.0,0,Obese,1,95.0,11.17,95.0,0.1,5877.877,333143.0,0.756,15.2,3.2
2005,Developing,75.7,123.0,1,6.35,152.545,96.0,0,Obese,1,96.0,11.15,96.0,0.1,522.951,3325612.0,0.753,15.5,3.2
2004,Developing,75.4,122.0,1,5.66,882.356,94.0,0,Obese,1,95.0,11.59,94.0,0.1,4117.389,332496.0,0.75,15.5,3.3
2003,Developing,75.4,121.0,1,5.11,160.84,91.0,0,Obese,1,91.0,6.52,91.0,0.1,3622.523,3325637.0,0.747,15.0,3.3
2002,Developing,75.4,124.0,1,5.86,27.469,95.0,0,Obese,1,93.0,7.18,95.0,0.1,488.769,3327773.0,0.746,14.7,3.4
2001,Developing,75.2,123.0,1,6.48,421.48,94.0,0,Obese,1,94.0,7.46,94.0,0.1,6281.377,332713.0,0.742,14.2,3.5
2000,Developing,75.1,131.0,1,6.65,645.958,92.0,0,Obese,1,92.0,7.82,9.0,0.1,6871.898,3321245.0,0.738,14.0,3.5
2014,Developing,69.2,184.0,16,0.01,0.443,99.0,8,Obese,18,99.0,5.84,99.0,0.1,25.448,37577.0,0.69,12.1,6.1
2013,Developing,69.1,185.0,17,0.01,19.162,99.0,0,Obese,19,99.0,6.32,99.0,0.1,197.551,32432.0,0.681,12.0,6.1
2012,Developing,68.8,184.0,18,0.01,16.714,99.0,0,Obese,21,99.0,6.49,99.0,0.1,174.468,297745.0,0.673,12.0,6.1
2011,Developing,68.5,183.0,19,2.83,140.691,99.0,476,Obese,22,99.0,5.65,99.0,0.1,1564.967,293394.0,0.664,12.0,6.1
2010,Developing,68.3,183.0,20,2.73,119.457,99.0,117,Underweight,23,99.0,5.34,99.0,0.2,1377.821,285624.0,0.657,11.9,6.1
2009,Developing,68.0,183.0,21,2.56,92.815,98.0,0,Underweight,24,99.0,6.31,98.0,0.2,1213.265,277674.0,0.651,11.8,6.2
2008,Developing,67.9,184.0,22,2.36,13.89,91.0,2,Obese,25,98.0,5.92,98.0,0.3,182.286,27328.0,0.644,11.9,6.2
2007,Developing,67.8,184.0,22,2.15,9.291,99.0,863,Obese,26,98.0,5.81,96.0,0.3,83.477,26868.0,0.631,11.8,6.2
2006,Developing,67.6,185.0,23,1.96,77.271,98.0,823,Obese,27,94.0,5.49,96.0,0.4,654.284,2648825.0,0.626,11.8,6.4
